$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
2.4,2.4,1.0,1.0,0.908
2.4,2.4,1.1,1.1,0.91
2.4,2.4,1.2,1.2,0.928
2.4,2.4,1.3,1.3,0.94
2.4,2.4,1.4,1.4,0.936
2.4,2.4,1.5,1.5,0.934
2.4,2.4,1.6,1.6,0.922
2.4,2.4,1.7,1.7,0.95
2.4,2.4,1.8,1.8,0.938
2.4,2.4,1.9,1.9,0.938
2.4,2.4,2.0,2.0,0.95
2.4,2.4,2.1,2.1,0.94
2.4,2.4,2.2,2.2,0.948
2.4,2.4,2.3,2.3,0.954
2.4,2.4,2.4,2.4,0.944
2.4,2.4,2.5,2.5,0.954
2.4,2.4,2.6,2.6,0.944
2.4,2.4,2.7,2.7,0.978
2.4,2.4,2.8,2.8,0.96
2.4,2.4,2.9,2.9,0.942
2.4,2.4,3.0,3.0,0.966
2.4,2.4,3.1,3.1,0.962
2.4,2.4,3.2,3.2,0.956
2.4,2.4,3.3,3.3,0.944
2.4,2.4,3.4,3.4,0.968
2.4,2.4,3.5,3.5,0.982
2.4,2.4,3.6,3.6,0.974
2.4,2.4,3.7,3.7,0.966
2.4,2.4,3.8,3.8,0.952
2.4,2.4,3.9,3.9,0.968
2.4,2.4,4.0,4.0,0.962
2.4,2.4,4.1,4.1,0.968
2.4,2.4,4.2,4.2,0.948
2.4,2.4,4.3,4.3,0.97
2.4,2.4,4.4,4.4,0.952
2.4,2.4,4.5,4.5,0.962
2.4,2.4,4.6,4.6,0.956
2.4,2.4,4.7,4.7,0.98
2.4,2.4,4.8,4.8,0.96
2.4,2.4,4.9,4.9,0.958
2.4,2.4,5.0,5.0,0.964
2.4,2.4,5.1,5.1,0.966
2.4,2.4,5.2,5.2,0.944
2.4,2.4,5.3,5.3,0.958
2.4,2.4,5.4,5.4,0.928
2.4,2.4,5.5,5.5,0.952
2.4,2.4,5.6,5.6,0.962
2.4,2.4,5.7,5.7,0.96
2.4,2.4,5.8,5.8,0.926
2.4,2.4,5.9,5.9,0.952
2.4,2.4,6.0,6.0,0.962
2.4,2.4,6.1,6.1,0.95
2.4,2.4,6.2,6.2,0.952
2.4,2.4,6.3,6.3,0.932
2.4,2.4,6.4,6.4,0.924
2.4,2.4,6.5,6.5,0.944
2.4,2.4,6.6,6.6,0.904
2.4,2.4,6.7,6.7,0.942
2.4,2.4,6.8,6.8,0.928
2.4,2.4,6.9,6.9,0.932
2.4,2.4,7.0,7.0,0.93
2.4,2.4,7.1,7.1,0.95
2.4,2.4,7.2,7.2,0.93
2.4,2.4,7.3,7.3,0.916
2.4,2.4,7.4,7.4,0.926
2.4,2.4,7.5,7.5,0.914
2.4,2.4,7.6,7.6,0.94
2.4,2.4,7.7,7.7,0.916
2.4,2.4,7.8,7.8,0.918
2.4,2.4,7.9,7.9,0.904
2.4,2.4,8.0,8.0,0.916
2.4,2.4,8.1,8.1,0.9
2.4,2.4,8.2,8.2,0.922
2.4,2.4,8.3,8.3,0.894
2.4,2.4,8.4,8.4,0.91
2.4,2.4,8.5,8.5,0.884
2.4,2.4,8.6,8.6,0.904
2.4,2.4,8.7,8.7,0.908
2.4,2.4,8.8,8.8,0.904
2.4,2.4,8.9,8.9,0.884
2.4,2.4,9.0,9.0,0.908
2.4,2.4,9.1,9.1,0.886
2.4,2.4,9.2,9.2,0.886
2.4,2.4,9.3,9.3,0.852
2.4,2.4,9.4,9.4,0.874
2.4,2.4,9.5,9.5,0.858
2.4,2.4,9.6,9.6,0.86
2.4,2.4,9.7,9.7,0.856
2.4,2.4,9.8,9.8,0.87
2.4,2.4,9.9,9.9,0.86
2.4,2.4,10.0,10.0,0.864
2.4,2.4,10.1,10.1,0.862
2.4,2.4,10.2,10.2,0.844
2.4,2.4,10.3,10.3,0.868
2.4,2.4,10.4,10.4,0.864
2.4,2.4,10.5,10.5,0.862
2.4,2.4,10.6,10.6,0.864
2.4,2.4,10.7,10.7,0.852
2.4,2.4,10.8,10.8,0.866
2.4,2.4,10.9,10.9,0.826
2.4,2.4,11.0,11.0,0.87
2.4,2.4,11.1,11.1,0.834
2.4,2.4,11.2,11.2,0.818
2.4,2.4,11.3,11.3,0.844
2.4,2.4,11.4,11.4,0.822
2.4,2.4,11.5,11.5,0.846
2.4,2.4,11.6,11.6,0.8
2.4,2.4,11.7,11.7,0.832
2.4,2.4,11.8,11.8,0.83
2.4,2.4,11.9,11.9,0.842
2.4,2.4,12.0,12.0,0.81
2.4,2.4,12.1,12.1,0.842
2.4,2.4,12.2,12.2,0.82
2.4,2.4,12.3,12.3,0.79
2.4,2.4,12.4,12.4,0.816
2.4,2.4,12.5,12.5,0.818
2.4,2.4,12.6,12.6,0.784
2.4,2.4,12.7,12.7,0.802
2.4,2.4,12.8,12.8,0.812
2.4,2.4,12.9,12.9,0.798
2.4,2.4,13.0,13.0,0.806
2.4,2.4,13.1,13.1,0.782
2.4,2.4,13.2,13.2,0.798
2.4,2.4,13.3,13.3,0.774
2.4,2.4,13.4,13.4,0.76
2.4,2.4,13.5,13.5,0.784
2.4,2.4,13.6,13.6,0.778
2.4,2.4,13.7,13.7,0.798
2.4,2.4,13.8,13.8,0.776
2.4,2.4,13.9,13.9,0.788
2.4,2.4,14.0,14.0,0.76
2.4,2.4,14.1,14.1,0.766
2.4,2.4,14.2,14.2,0.764
2.4,2.4,14.3,14.3,0.762
2.4,2.4,14.4,14.4,0.774
2.4,2.4,14.5,14.5,0.808
2.4,2.4,14.6,14.6,0.774
2.4,2.4,14.7,14.7,0.78
2.4,2.4,14.8,14.8,0.76
2.4,2.4,14.9,14.9,0.768
2.4,2.4,15.0,15.0,0.75
2.4,2.4,15.1,15.1,0.788
2.5,2.5,0.1,0.1,0.586
2.5,2.5,0.2,0.2,0.718
2.5,2.5,0.3,0.3,0.758
2.5,2.5,0.4,0.4,0.804
2.5,2.5,0.5,0.5,0.852
2.5,2.5,0.6,0.6,0.872
2.5,2.5,0.7,0.7,0.872
2.5,2.5,0.8,0.8,0.868
2.5,2.5,0.9,0.9,0.866
2.5,2.5,1.0,1.0,0.902
2.5,2.5,1.1,1.1,0.894
2.5,2.5,1.2,1.2,0.926
2.5,2.5,1.3,1.3,0.946
2.5,2.5,1.4,1.4,0.954
2.5,2.5,1.5,1.5,0.95
2.5,2.5,1.6,1.6,0.942
2.5,2.5,1.7,1.7,0.946
2.5,2.5,1.8,1.8,0.942
2.5,2.5,1.9,1.9,0.948
2.5,2.5,2.0,2.0,0.962
2.5,2.5,2.1,2.1,0.944
2.5,2.5,2.2,2.2,0.942
2.5,2.5,2.3,2.3,0.946
2.5,2.5,2.4,2.4,0.95
2.5,2.5,2.5,2.5,0.944
2.5,2.5,2.6,2.6,0.956
2.5,2.5,2.7,2.7,0.956
2.5,2.5,2.8,2.8,0.94
2.5,2.5,2.9,2.9,0.966
2.5,2.5,3.0,3.0,0.97
2.5,2.5,3.1,3.1,0.976
2.5,2.5,3.2,3.2,0.964
2.5,2.5,3.3,3.3,0.956
2.5,2.5,3.4,3.4,0.956
2.5,2.5,3.5,3.5,0.948
2.5,2.5,3.6,3.6,0.954
2.5,2.5,3.7,3.7,0.948
2.5,2.5,3.8,3.8,0.96
2.5,2.5,3.9,3.9,0.968
2.5,2.5,4.0,4.0,0.954
2.5,2.5,4.1,4.1,0.944
2.5,2.5,4.2,4.2,0.962
2.5,2.5,4.3,4.3,0.954
2.5,2.5,4.4,4.4,0.958
2.5,2.5,4.5,4.5,0.964
2.5,2.5,4.6,4.6,0.946
2.5,2.5,4.7,4.7,0.958
2.5,2.5,4.8,4.8,0.954
2.5,2.5,4.9,4.9,0.964
2.5,2.5,5.0,5.0,0.936
2.5,2.5,5.1,5.1,0.95
2.5,2.5,5.2,5.2,0.964
2.5,2.5,5.3,5.3,0.95
2.5,2.5,5.4,5.4,0.956
2.5,2.5,5.5,5.5,0.958
2.5,2.5,5.6,5.6,0.968
2.5,2.5,5.7,5.7,0.936
2.5,2.5,5.8,5.8,0.956
2.5,2.5,5.9,5.9,0.94
2.5,2.5,6.0,6.0,0.956
2.5,2.5,6.1,6.1,0.968
2.5,2.5,6.2,6.2,0.942
2.5,2.5,6.3,6.3,0.946
2.5,2.5,6.4,6.4,0.95
2.5,2.5,6.5,6.5,0.95
2.5,2.5,6.6,6.6,0.938
2.5,2.5,6.7,6.7,0.926
2.5,2.5,6.8,6.8,0.928
2.5,2.5,6.9,6.9,0.926
2.5,2.5,7.0,7.0,0.934
2.5,2.5,7.1,7.1,0.948
2.5,2.5,7.2,7.2,0.94
2.5,2.5,7.3,7.3,0.954
2.5,2.5,7.4,7.4,0.922
2.5,2.5,7.5,7.5,0.91
2.5,2.5,7.6,7.6,0.922
2.5,2.5,7.7,7.7,0.926
2.5,2.5,7.8,7.8,0.934
2.5,2.5,7.9,7.9,0.912
2.5,2.5,8.0,8.0,0.89
2.5,2.5,8.1,8.1,0.946
2.5,2.5,8.2,8.2,0.892
2.5,2.5,8.3,8.3,0.936
2.5,2.5,8.4,8.4,0.918
2.5,2.5,8.5,8.5,0.898
2.5,2.5,8.6,8.6,0.916
2.5,2.5,8.7,8.7,0.894
2.5,2.5,8.8,8.8,0.918
2.5,2.5,8.9,8.9,0.898
2.5,2.5,9.0,9.0,0.884
2.5,2.5,9.1,9.1,0.868
2.5,2.5,9.2,9.2,0.912
2.5,2.5,9.3,9.3,0.888
2.5,2.5,9.4,9.4,0.902
2.5,2.5,9.5,9.5,0.884
2.5,2.5,9.6,9.6,0.884
2.5,2.5,9.7,9.7,0.906
2.5,2.5,9.8,9.8,0.89
2.5,2.5,9.9,9.9,0.864
2.5,2.5,10.0,10.0,0.904
2.5,2.5,10.1,10.1,0.836
2.5,2.5,10.2,10.2,0.87
2.5,2.5,10.3,10.3,0.856
2.5,2.5,10.4,10.4,0.864
2.5,2.5,10.5,10.5,0.87
2.5,2.5,10.6,10.6,0.848
2.5,2.5,10.7,10.7,0.868
2.5,2.5,10.8,10.8,0.852
2.5,2.5,10.9,10.9,0.852
2.5,2.5,11.0,11.0,0.828
2.5,2.5,11.1,11.1,0.832
2.5,2.5,11.2,11.2,0.842
2.5,2.5,11.3,11.3,0.84
2.5,2.5,11.4,11.4,0.826
2.5,2.5,11.5,11.5,0.816
2.5,2.5,11.6,11.6,0.856
2.5,2.5,11.7,11.7,0.828
2.5,2.5,11.8,11.8,0.824
2.5,2.5,11.9,11.9,0.83
2.5,2.5,12.0,12.0,0.836
2.5,2.5,12.1,12.1,0.832
2.5,2.5,12.2,12.2,0.816
2.5,2.5,12.3,12.3,0.794
2.5,2.5,12.4,12.4,0.836
2.5,2.5,12.5,12.5,0.848
2.5,2.5,12.6,12.6,0.802
2.5,2.5,12.7,12.7,0.83
2.5,2.5,12.8,12.8,0.824
2.5,2.5,12.9,12.9,0.826
2.5,2.5,13.0,13.0,0.844
2.5,2.5,13.1,13.1,0.81
2.5,2.5,13.2,13.2,0.812
2.5,2.5,13.3,13.3,0.794
2.5,2.5,13.4,13.4,0.816
2.5,2.5,13.5,13.5,0.772
2.5,2.5,13.6,13.6,0.794
2.5,2.5,13.7,13.7,0.808
2.5,2.5,13.8,13.8,0.812
2.5,2.5,13.9,13.9,0.82
2.5,2.5,14.0,14.0,0.786
2.5,2.5,14.1,14.1,0.79
2.5,2.5,14.2,14.2,0.778
2.5,2.5,14.3,14.3,0.806
2.5,2.5,14.4,14.4,0.78
2.5,2.5,14.5,14.5,0.818
2.5,2.5,14.6,14.6,0.786
2.5,2.5,14.7,14.7,0.756
2.5,2.5,14.8,14.8,0.75
2.5,2.5,14.9,14.9,0.768
2.5,2.5,15.0,15.0,0.804
2.5,2.5,15.1,15.1,0.772
2.6,2.6,0.1,0.1,0.598
2.6,2.6,0.2,0.2,0.708
2.6,2.6,0.3,0.3,0.738
2.6,2.6,0.4,0.4,0.778
2.6,2.6,0.5,0.5,0.81
2.6,2.6,0.6,0.6,0.852
2.6,2.6,0.7,0.7,0.882
2.6,2.6,0.8,0.8,0.872
2.6,2.6,0.9,0.9,0.908
2.6,2.6,1.0,1.0,0.866
2.6,2.6,1.1,1.1,0.916
2.6,2.6,1.2,1.2,0.924
2.6,2.6,1.3,1.3,0.894
2.6,2.6,1.4,1.4,0.938
2.6,2.6,1.5,1.5,0.94
2.6,2.6,1.6,1.6,0.934
2.6,2.6,1.7,1.7,0.948
2.6,2.6,1.8,1.8,0.946
2.6,2.6,1.9,1.9,0.932
2.6,2.6,2.0,2.0,0.95
2.6,2.6,2.1,2.1,0.952
2.6,2.6,2.2,2.2,0.932
2.6,2.6,2.3,2.3,0.968
2.6,2.6,2.4,2.4,0.956
2.6,2.6,2.5,2.5,0.944
2.6,2.6,2.6,2.6,0.95
2.6,2.6,2.7,2.7,0.954
2.6,2.6,2.8,2.8,0.95
2.6,2.6,2.9,2.9,0.948
2.6,2.6,3.0,3.0,0.958
2.6,2.6,3.1,3.1,0.954
2.6,2.6,3.2,3.2,0.954
2.6,2.6,3.3,3.3,0.944
2.6,2.6,3.4,3.4,0.966
2.6,2.6,3.5,3.5,0.958
2.6,2.6,3.6,3.6,0.954
2.6,2.6,3.7,3.7,0.96
2.6,2.6,3.8,3.8,0.96
2.6,2.6,3.9,3.9,0.942
2.6,2.6,4.0,4.0,0.964
2.6,2.6,4.1,4.1,0.962
2.6,2.6,4.2,4.2,0.954
2.6,2.6,4.3,4.3,0.962
2.6,2.6,4.4,4.4,0.948
2.6,2.6,4.5,4.5,0.956
2.6,2.6,4.6,4.6,0.95
2.6,2.6,4.7,4.7,0.97
2.6,2.6,4.8,4.8,0.966
2.6,2.6,4.9,4.9,0.956
2.6,2.6,5.0,5.0,0.962
2.6,2.6,5.1,5.1,0.946
2.6,2.6,5.2,5.2,0.952
2.6,2.6,5.3,5.3,0.972
2.6,2.6,5.4,5.4,0.928
2.6,2.6,5.5,5.5,0.946
2.6,2.6,5.6,5.6,0.952
2.6,2.6,5.7,5.7,0.948
2.6,2.6,5.8,5.8,0.946
2.6,2.6,5.9,5.9,0.938
2.6,2.6,6.0,6.0,0.938
2.6,2.6,6.1,6.1,0.946
2.6,2.6,6.2,6.2,0.952
2.6,2.6,6.3,6.3,0.94
2.6,2.6,6.4,6.4,0.946
2.6,2.6,6.5,6.5,0.95
2.6,2.6,6.6,6.6,0.942
2.6,2.6,6.7,6.7,0.942
2.6,2.6,6.8,6.8,0.944
2.6,2.6,6.9,6.9,0.95
2.6,2.6,7.0,7.0,0.93
2.6,2.6,7.1,7.1,0.946
2.6,2.6,7.2,7.2,0.968
2.6,2.6,7.3,7.3,0.946
2.6,2.6,7.4,7.4,0.932
2.6,2.6,7.5,7.5,0.946
2.6,2.6,7.6,7.6,0.918
2.6,2.6,7.7,7.7,0.906
2.6,2.6,7.8,7.8,0.932
2.6,2.6,7.9,7.9,0.938
2.6,2.6,8.0,8.0,0.94
2.6,2.6,8.1,8.1,0.924
2.6,2.6,8.2,8.2,0.938
2.6,2.6,8.3,8.3,0.94
2.6,2.6,8.4,8.4,0.916
2.6,2.6,8.5,8.5,0.898
2.6,2.6,8.6,8.6,0.882
2.6,2.6,8.7,8.7,0.916
2.6,2.6,8.8,8.8,0.898
2.6,2.6,8.9,8.9,0.902
2.6,2.6,9.0,9.0,0.898
2.6,2.6,9.1,9.1,0.888
2.6,2.6,9.2,9.2,0.888
2.6,2.6,9.3,9.3,0.906
2.6,2.6,9.4,9.4,0.868
2.6,2.6,9.5,9.5,0.89
2.6,2.6,9.6,9.6,0.88
2.6,2.6,9.7,9.7,0.89
2.6,2.6,9.8,9.8,0.87
2.6,2.6,9.9,9.9,0.886
2.6,2.6,10.0,10.0,0.868
2.6,2.6,10.1,10.1,0.888
2.6,2.6,10.2,10.2,0.862
2.6,2.6,10.3,10.3,0.864
2.6,2.6,10.4,10.4,0.858
2.6,2.6,10.5,10.5,0.852
2.6,2.6,10.6,10.6,0.848
2.6,2.6,10.7,10.7,0.878
2.6,2.6,10.8,10.8,0.854
2.6,2.6,10.9,10.9,0.854
2.6,2.6,11.0,11.0,0.85
2.6,2.6,11.1,11.1,0.842
2.6,2.6,11.2,11.2,0.872
2.6,2.6,11.3,11.3,0.862
2.6,2.6,11.4,11.4,0.82
2.6,2.6,11.5,11.5,0.832
2.6,2.6,11.6,11.6,0.862
2.6,2.6,11.7,11.7,0.844
2.6,2.6,11.8,11.8,0.854
2.6,2.6,11.9,11.9,0.874
2.6,2.6,12.0,12.0,0.842
2.6,2.6,12.1,12.1,0.836
2.6,2.6,12.2,12.2,0.832
2.6,2.6,12.3,12.3,0.83
2.6,2.6,12.4,12.4,0.802
2.6,2.6,12.5,12.5,0.844
2.6,2.6,12.6,12.6,0.828
2.6,2.6,12.7,12.7,0.848
2.6,2.6,12.8,12.8,0.85
2.6,2.6,12.9,12.9,0.802
2.6,2.6,13.0,13.0,0.804
2.6,2.6,13.1,13.1,0.816
2.6,2.6,13.2,13.2,0.768
2.6,2.6,13.3,13.3,0.794
2.6,2.6,13.4,13.4,0.814
2.6,2.6,13.5,13.5,0.798
2.6,2.6,13.6,13.6,0.776
2.6,2.6,13.7,13.7,0.81
2.6,2.6,13.8,13.8,0.816
2.6,2.6,13.9,13.9,0.828
2.6,2.6,14.0,14.0,0.804
2.6,2.6,14.1,14.1,0.784
2.6,2.6,14.2,14.2,0.804
2.6,2.6,14.3,14.3,0.784
2.6,2.6,14.4,14.4,0.8
2.6,2.6,14.5,14.5,0.766
2.6,2.6,14.6,14.6,0.792
2.6,2.6,14.7,14.7,0.778
2.6,2.6,14.8,14.8,0.778
2.6,2.6,14.9,14.9,0.812
2.6,2.6,15.0,15.0,0.802
2.6,2.6,15.1,15.1,0.77
2.7,2.7,0.1,0.1,0.606
2.7,2.7,0.2,0.2,0.664
2.7,2.7,0.3,0.3,0.742
2.7,2.7,0.4,0.4,0.82
2.7,2.7,0.5,0.5,0.856
2.7,2.7,0.6,0.6,0.844
2.7,2.7,0.7,0.7,0.884
2.7,2.7,0.8,0.8,0.888
2.7,2.7,0.9,0.9,0.918
2.7,2.7,1.0,1.0,0.908
2.7,2.7,1.1,1.1,0.928
2.7,2.7,1.2,1.2,0.92
2.7,2.7,1.3,1.3,0.914
2.7,2.7,1.4,1.4,0.928
2.7,2.7,1.5,1.5,0.934
2.7,2.7,1.6,1.6,0.926
2.7,2.7,1.7,1.7,0.948
2.7,2.7,1.8,1.8,0.938
2.7,2.7,1.9,1.9,0.94
2.7,2.7,2.0,2.0,0.944
2.7,2.7,2.1,2.1,0.93
2.7,2.7,2.2,2.2,0.926
2.7,2.7,2.3,2.3,0.96
2.7,2.7,2.4,2.4,0.938
2.7,2.7,2.5,2.5,0.952
2.7,2.7,2.6,2.6,0.958
2.7,2.7,2.7,2.7,0.93
2.7,2.7,2.8,2.8,0.96
2.7,2.7,2.9,2.9,0.98
2.7,2.7,3.0,3.0,0.954
2.7,2.7,3.1,3.1,0.972
2.7,2.7,3.2,3.2,0.932
2.7,2.7,3.3,3.3,0.944
2.7,2.7,3.4,3.4,0.978
2.7,2.7,3.5,3.5,0.972
2.7,2.7,3.6,3.6,0.96
2.7,2.7,3.7,3.7,0.948
2.7,2.7,3.8,3.8,0.964
2.7,2.7,3.9,3.9,0.958
2.7,2.7,4.0,4.0,0.956
2.7,2.7,4.1,4.1,0.964
2.7,2.7,4.2,4.2,0.966
2.7,2.7,4.3,4.3,0.954
2.7,2.7,4.4,4.4,0.964
2.7,2.7,4.5,4.5,0.962
2.7,2.7,4.6,4.6,0.96
2.7,2.7,4.7,4.7,0.978
2.7,2.7,4.8,4.8,0.952
2.7,2.7,4.9,4.9,0.956
2.7,2.7,5.0,5.0,0.96
2.7,2.7,5.1,5.1,0.962
2.7,2.7,5.2,5.2,0.952
2.7,2.7,5.3,5.3,0.95
2.7,2.7,5.4,5.4,0.972
2.7,2.7,5.5,5.5,0.952
2.7,2.7,5.6,5.6,0.96
2.7,2.7,5.7,5.7,0.952
2.7,2.7,5.8,5.8,0.942
2.7,2.7,5.9,5.9,0.954
2.7,2.7,6.0,6.0,0.96
2.7,2.7,6.1,6.1,0.958
2.7,2.7,6.2,6.2,0.954
2.7,2.7,6.3,6.3,0.944
2.7,2.7,6.4,6.4,0.948
2.7,2.7,6.5,6.5,0.94
2.7,2.7,6.6,6.6,0.946
2.7,2.7,6.7,6.7,0.954
2.7,2.7,6.8,6.8,0.936
2.7,2.7,6.9,6.9,0.924
2.7,2.7,7.0,7.0,0.946
2.7,2.7,7.1,7.1,0.926
2.7,2.7,7.2,7.2,0.938
2.7,2.7,7.3,7.3,0.936
2.7,2.7,7.4,7.4,0.938
2.7,2.7,7.5,7.5,0.95
2.7,2.7,7.6,7.6,0.928
2.7,2.7,7.7,7.7,0.924
2.7,2.7,7.8,7.8,0.94
2.7,2.7,7.9,7.9,0.934
2.7,2.7,8.0,8.0,0.924
2.7,2.7,8.1,8.1,0.926
2.7,2.7,8.2,8.2,0.928
2.7,2.7,8.3,8.3,0.928
2.7,2.7,8.4,8.4,0.9
2.7,2.7,8.5,8.5,0.916
2.7,2.7,8.6,8.6,0.918
2.7,2.7,8.7,8.7,0.908
2.7,2.7,8.8,8.8,0.91
2.7,2.7,8.9,8.9,0.888
2.7,2.7,9.0,9.0,0.888
2.7,2.7,9.1,9.1,0.92
2.7,2.7,9.2,9.2,0.89
2.7,2.7,9.3,9.3,0.902
2.7,2.7,9.4,9.4,0.892
2.7,2.7,9.5,9.5,0.89
2.7,2.7,9.6,9.6,0.88
2.7,2.7,9.7,9.7,0.892
2.7,2.7,9.8,9.8,0.89
2.7,2.7,9.9,9.9,0.904
2.7,2.7,10.0,10.0,0.9
2.7,2.7,10.1,10.1,0.882
2.7,2.7,10.2,10.2,0.868
2.7,2.7,10.3,10.3,0.9
2.7,2.7,10.4,10.4,0.87
2.7,2.7,10.5,10.5,0.87
2.7,2.7,10.6,10.6,0.876
2.7,2.7,10.7,10.7,0.854
2.7,2.7,10.8,10.8,0.878
2.7,2.7,10.9,10.9,0.874
2.7,2.7,11.0,11.0,0.854
2.7,2.7,11.1,11.1,0.872
2.7,2.7,11.2,11.2,0.88
2.7,2.7,11.3,11.3,0.856
2.7,2.7,11.4,11.4,0.876
2.7,2.7,11.5,11.5,0.838
2.7,2.7,11.6,11.6,0.826
2.7,2.7,11.7,11.7,0.874
2.7,2.7,11.8,11.8,0.834
2.7,2.7,11.9,11.9,0.854
2.7,2.7,12.0,12.0,0.848
2.7,2.7,12.1,12.1,0.9
2.7,2.7,12.2,12.2,0.85
2.7,2.7,12.3,12.3,0.862
2.7,2.7,12.4,12.4,0.876
2.7,2.7,12.5,12.5,0.856
2.7,2.7,12.6,12.6,0.838
2.7,2.7,12.7,12.7,0.836
2.7,2.7,12.8,12.8,0.828
2.7,2.7,12.9,12.9,0.838
2.7,2.7,13.0,13.0,0.81
2.7,2.7,13.1,13.1,0.854
2.7,2.7,13.2,13.2,0.82
2.7,2.7,13.3,13.3,0.798
2.7,2.7,13.4,13.4,0.816
2.7,2.7,13.5,13.5,0.818
2.7,2.7,13.6,13.6,0.814
2.7,2.7,13.7,13.7,0.818
2.7,2.7,13.8,13.8,0.822
2.7,2.7,13.9,13.9,0.82
2.7,2.7,14.0,14.0,0.828
2.7,2.7,14.1,14.1,0.826
2.7,2.7,14.2,14.2,0.808
2.7,2.7,14.3,14.3,0.798
2.7,2.7,14.4,14.4,0.804
2.7,2.7,14.5,14.5,0.828
2.7,2.7,14.6,14.6,0.802
2.7,2.7,14.7,14.7,0.81
2.7,2.7,14.8,14.8,0.836
2.7,2.7,14.9,14.9,0.794
2.7,2.7,15.0,15.0,0.766
2.7,2.7,15.1,15.1,0.786
2.8,2.8,0.1,0.1,0.592
2.8,2.8,0.2,0.2,0.626
2.8,2.8,0.3,0.3,0.758
2.8,2.8,0.4,0.4,0.778
2.8,2.8,0.5,0.5,0.818
2.8,2.8,0.6,0.6,0.834
2.8,2.8,0.7,0.7,0.864
2.8,2.8,0.8,0.8,0.882
2.8,2.8,0.9,0.9,0.886
2.8,2.8,1.0,1.0,0.892
2.8,2.8,1.1,1.1,0.924
2.8,2.8,1.2,1.2,0.912
2.8,2.8,1.3,1.3,0.93
2.8,2.8,1.4,1.4,0.93
2.8,2.8,1.5,1.5,0.92
2.8,2.8,1.6,1.6,0.924
2.8,2.8,1.7,1.7,0.936
2.8,2.8,1.8,1.8,0.936
2.8,2.8,1.9,1.9,0.95
2.8,2.8,2.0,2.0,0.946
2.8,2.8,2.1,2.1,0.96
2.8,2.8,2.2,2.2,0.944
2.8,2.8,2.3,2.3,0.938
2.8,2.8,2.4,2.4,0.942
2.8,2.8,2.5,2.5,0.968
2.8,2.8,2.6,2.6,0.956
2.8,2.8,2.7,2.7,0.944
2.8,2.8,2.8,2.8,0.954
2.8,2.8,2.9,2.9,0.948
2.8,2.8,3.0,3.0,0.954
2.8,2.8,3.1,3.1,0.954
2.8,2.8,3.2,3.2,0.954
2.8,2.8,3.3,3.3,0.968
2.8,2.8,3.4,3.4,0.968
2.8,2.8,3.5,3.5,0.958
2.8,2.8,3.6,3.6,0.964
2.8,2.8,3.7,3.7,0.946
2.8,2.8,3.8,3.8,0.958
2.8,2.8,3.9,3.9,0.97
2.8,2.8,4.0,4.0,0.966
2.8,2.8,4.1,4.1,0.956
2.8,2.8,4.2,4.2,0.96
2.8,2.8,4.3,4.3,0.964
2.8,2.8,4.4,4.4,0.972
2.8,2.8,4.5,4.5,0.968
2.8,2.8,4.6,4.6,0.97
2.8,2.8,4.7,4.7,0.944
2.8,2.8,4.8,4.8,0.942
2.8,2.8,4.9,4.9,0.97
2.8,2.8,5.0,5.0,0.948
2.8,2.8,5.1,5.1,0.946
2.8,2.8,5.2,5.2,0.95
2.8,2.8,5.3,5.3,0.97
2.8,2.8,5.4,5.4,0.976
2.8,2.8,5.5,5.5,0.97
2.8,2.8,5.6,5.6,0.962
2.8,2.8,5.7,5.7,0.964
2.8,2.8,5.8,5.8,0.972
2.8,2.8,5.9,5.9,0.964
2.8,2.8,6.0,6.0,0.948
2.8,2.8,6.1,6.1,0.956
2.8,2.8,6.2,6.2,0.966
2.8,2.8,6.3,6.3,0.954
2.8,2.8,6.4,6.4,0.956
2.8,2.8,6.5,6.5,0.968
2.8,2.8,6.6,6.6,0.972
2.8,2.8,6.7,6.7,0.946
2.8,2.8,6.8,6.8,0.934
2.8,2.8,6.9,6.9,0.956
2.8,2.8,7.0,7.0,0.946
2.8,2.8,7.1,7.1,0.952
2.8,2.8,7.2,7.2,0.948
2.8,2.8,7.3,7.3,0.942
2.8,2.8,7.4,7.4,0.952
2.8,2.8,7.5,7.5,0.932
2.8,2.8,7.6,7.6,0.926
2.8,2.8,7.7,7.7,0.924
2.8,2.8,7.8,7.8,0.934
2.8,2.8,7.9,7.9,0.94
2.8,2.8,8.0,8.0,0.944
2.8,2.8,8.1,8.1,0.92
2.8,2.8,8.2,8.2,0.948
2.8,2.8,8.3,8.3,0.944
2.8,2.8,8.4,8.4,0.934
2.8,2.8,8.5,8.5,0.906
2.8,2.8,8.6,8.6,0.928
2.8,2.8,8.7,8.7,0.924
2.8,2.8,8.8,8.8,0.912
2.8,2.8,8.9,8.9,0.924
2.8,2.8,9.0,9.0,0.916
2.8,2.8,9.1,9.1,0.892
2.8,2.8,9.2,9.2,0.924
2.8,2.8,9.3,9.3,0.918
2.8,2.8,9.4,9.4,0.904
2.8,2.8,9.5,9.5,0.9
2.8,2.8,9.6,9.6,0.896
2.8,2.8,9.7,9.7,0.902
2.8,2.8,9.8,9.8,0.906
2.8,2.8,9.9,9.9,0.91
2.8,2.8,10.0,10.0,0.89
2.8,2.8,10.1,10.1,0.898
2.8,2.8,10.2,10.2,0.876
