$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
2.3,2.3,14.9,14.9,0.076
2.3,2.3,15.0,15.0,0.096
2.3,2.3,15.1,15.1,0.1
2.4,2.4,0.1,0.1,0.032
2.4,2.4,0.2,0.2,0.086
2.4,2.4,0.3,0.3,0.088
2.4,2.4,0.4,0.4,0.138
2.4,2.4,0.5,0.5,0.138
2.4,2.4,0.6,0.6,0.196
2.4,2.4,0.7,0.7,0.176
2.4,2.4,0.8,0.8,0.246
2.4,2.4,0.9,0.9,0.27
2.4,2.4,1.0,1.0,0.276
2.4,2.4,1.1,1.1,0.3
2.4,2.4,1.2,1.2,0.348
2.4,2.4,1.3,1.3,0.326
2.4,2.4,1.4,1.4,0.37
2.4,2.4,1.5,1.5,0.382
2.4,2.4,1.6,1.6,0.392
2.4,2.4,1.7,1.7,0.454
2.4,2.4,1.8,1.8,0.452
2.4,2.4,1.9,1.9,0.448
2.4,2.4,2.0,2.0,0.462
2.4,2.4,2.1,2.1,0.508
2.4,2.4,2.2,2.2,0.51
2.4,2.4,2.3,2.3,0.494
2.4,2.4,2.4,2.4,0.552
2.4,2.4,2.5,2.5,0.508
2.4,2.4,2.6,2.6,0.544
2.4,2.4,2.7,2.7,0.576
2.4,2.4,2.8,2.8,0.584
2.4,2.4,2.9,2.9,0.616
2.4,2.4,3.0,3.0,0.634
2.4,2.4,3.1,3.1,0.57
2.4,2.4,3.2,3.2,0.594
2.4,2.4,3.3,3.3,0.644
2.4,2.4,3.4,3.4,0.674
2.4,2.4,3.5,3.5,0.616
2.4,2.4,3.6,3.6,0.642
2.4,2.4,3.7,3.7,0.644
2.4,2.4,3.8,3.8,0.646
2.4,2.4,3.9,3.9,0.632
2.4,2.4,4.0,4.0,0.648
2.4,2.4,4.1,4.1,0.66
2.4,2.4,4.2,4.2,0.624
2.4,2.4,4.3,4.3,0.646
2.4,2.4,4.4,4.4,0.658
2.4,2.4,4.5,4.5,0.652
2.4,2.4,4.6,4.6,0.662
2.4,2.4,4.7,4.7,0.602
2.4,2.4,4.8,4.8,0.618
2.4,2.4,4.9,4.9,0.644
2.4,2.4,5.0,5.0,0.654
2.4,2.4,5.1,5.1,0.66
2.4,2.4,5.2,5.2,0.652
2.4,2.4,5.3,5.3,0.632
2.4,2.4,5.4,5.4,0.614
2.4,2.4,5.5,5.5,0.584
2.4,2.4,5.6,5.6,0.608
2.4,2.4,5.7,5.7,0.614
2.4,2.4,5.8,5.8,0.582
2.4,2.4,5.9,5.9,0.602
2.4,2.4,6.0,6.0,0.598
2.4,2.4,6.1,6.1,0.552
2.4,2.4,6.2,6.2,0.526
2.4,2.4,6.3,6.3,0.526
2.4,2.4,6.4,6.4,0.5
2.4,2.4,6.5,6.5,0.54
2.4,2.4,6.6,6.6,0.478
2.4,2.4,6.7,6.7,0.484
2.4,2.4,6.8,6.8,0.466
2.4,2.4,6.9,6.9,0.434
2.4,2.4,7.0,7.0,0.436
2.4,2.4,7.1,7.1,0.37
2.4,2.4,7.2,7.2,0.348
2.4,2.4,7.3,7.3,0.392
2.4,2.4,7.4,7.4,0.342
2.4,2.4,7.5,7.5,0.328
2.4,2.4,7.6,7.6,0.28
2.4,2.4,7.7,7.7,0.334
2.4,2.4,7.8,7.8,0.31
2.4,2.4,7.9,7.9,0.238
2.4,2.4,8.0,8.0,0.276
2.4,2.4,8.1,8.1,0.252
2.4,2.4,8.2,8.2,0.246
2.4,2.4,8.3,8.3,0.204
2.4,2.4,8.4,8.4,0.246
2.4,2.4,8.5,8.5,0.22
2.4,2.4,8.6,8.6,0.192
2.4,2.4,8.7,8.7,0.216
2.4,2.4,8.8,8.8,0.186
2.4,2.4,8.9,8.9,0.196
2.4,2.4,9.0,9.0,0.202
2.4,2.4,9.1,9.1,0.19
2.4,2.4,9.2,9.2,0.182
2.4,2.4,9.3,9.3,0.176
2.4,2.4,9.4,9.4,0.196
2.4,2.4,9.5,9.5,0.176
2.4,2.4,9.6,9.6,0.134
2.4,2.4,9.7,9.7,0.176
2.4,2.4,9.8,9.8,0.16
2.4,2.4,9.9,9.9,0.15
2.4,2.4,10.0,10.0,0.164
2.4,2.4,10.1,10.1,0.16
2.4,2.4,10.2,10.2,0.136
2.4,2.4,10.3,10.3,0.152
2.4,2.4,10.4,10.4,0.124
2.4,2.4,10.5,10.5,0.108
2.4,2.4,10.6,10.6,0.146
2.4,2.4,10.7,10.7,0.134
2.4,2.4,10.8,10.8,0.128
2.4,2.4,10.9,10.9,0.142
2.4,2.4,11.0,11.0,0.138
2.4,2.4,11.1,11.1,0.12
2.4,2.4,11.2,11.2,0.142
2.4,2.4,11.3,11.3,0.088
2.4,2.4,11.4,11.4,0.11
2.4,2.4,11.5,11.5,0.118
2.4,2.4,11.6,11.6,0.108
2.4,2.4,11.7,11.7,0.122
2.4,2.4,11.8,11.8,0.12
2.4,2.4,11.9,11.9,0.122
2.4,2.4,12.0,12.0,0.118
2.4,2.4,12.1,12.1,0.118
2.4,2.4,12.2,12.2,0.092
2.4,2.4,12.3,12.3,0.076
2.4,2.4,12.4,12.4,0.106
2.4,2.4,12.5,12.5,0.116
2.4,2.4,12.6,12.6,0.092
2.4,2.4,12.7,12.7,0.1
2.4,2.4,12.8,12.8,0.138
2.4,2.4,12.9,12.9,0.094
2.4,2.4,13.0,13.0,0.108
2.4,2.4,13.1,13.1,0.104
2.4,2.4,13.2,13.2,0.086
2.4,2.4,13.3,13.3,0.114
2.4,2.4,13.4,13.4,0.104
2.4,2.4,13.5,13.5,0.096
2.4,2.4,13.6,13.6,0.106
2.4,2.4,13.7,13.7,0.086
2.4,2.4,13.8,13.8,0.13
2.4,2.4,13.9,13.9,0.104
2.4,2.4,14.0,14.0,0.102
2.4,2.4,14.1,14.1,0.102
2.4,2.4,14.2,14.2,0.098
2.4,2.4,14.3,14.3,0.094
2.4,2.4,14.4,14.4,0.07
2.4,2.4,14.5,14.5,0.082
2.4,2.4,14.6,14.6,0.098
2.4,2.4,14.7,14.7,0.082
2.4,2.4,14.8,14.8,0.098
2.4,2.4,14.9,14.9,0.08
2.4,2.4,15.0,15.0,0.082
2.4,2.4,15.1,15.1,0.09
2.5,2.5,0.1,0.1,0.042
2.5,2.5,0.2,0.2,0.074
2.5,2.5,0.3,0.3,0.118
2.5,2.5,0.4,0.4,0.108
2.5,2.5,0.5,0.5,0.112
2.5,2.5,0.6,0.6,0.146
2.5,2.5,0.7,0.7,0.218
2.5,2.5,0.8,0.8,0.206
2.5,2.5,0.9,0.9,0.256
2.5,2.5,1.0,1.0,0.262
2.5,2.5,1.1,1.1,0.282
2.5,2.5,1.2,1.2,0.312
2.5,2.5,1.3,1.3,0.316
2.5,2.5,1.4,1.4,0.362
2.5,2.5,1.5,1.5,0.386
2.5,2.5,1.6,1.6,0.4
2.5,2.5,1.7,1.7,0.432
2.5,2.5,1.8,1.8,0.446
2.5,2.5,1.9,1.9,0.464
2.5,2.5,2.0,2.0,0.512
2.5,2.5,2.1,2.1,0.506
2.5,2.5,2.2,2.2,0.514
2.5,2.5,2.3,2.3,0.526
2.5,2.5,2.4,2.4,0.516
2.5,2.5,2.5,2.5,0.536
2.5,2.5,2.6,2.6,0.542
2.5,2.5,2.7,2.7,0.566
2.5,2.5,2.8,2.8,0.558
2.5,2.5,2.9,2.9,0.548
2.5,2.5,3.0,3.0,0.596
2.5,2.5,3.1,3.1,0.578
2.5,2.5,3.2,3.2,0.604
2.5,2.5,3.3,3.3,0.608
2.5,2.5,3.4,3.4,0.592
2.5,2.5,3.5,3.5,0.602
2.5,2.5,3.6,3.6,0.642
2.5,2.5,3.7,3.7,0.632
2.5,2.5,3.8,3.8,0.626
2.5,2.5,3.9,3.9,0.65
2.5,2.5,4.0,4.0,0.612
2.5,2.5,4.1,4.1,0.626
2.5,2.5,4.2,4.2,0.65
2.5,2.5,4.3,4.3,0.648
2.5,2.5,4.4,4.4,0.626
2.5,2.5,4.5,4.5,0.668
2.5,2.5,4.6,4.6,0.618
2.5,2.5,4.7,4.7,0.638
2.5,2.5,4.8,4.8,0.642
2.5,2.5,4.9,4.9,0.646
2.5,2.5,5.0,5.0,0.684
2.5,2.5,5.1,5.1,0.64
2.5,2.5,5.2,5.2,0.632
2.5,2.5,5.3,5.3,0.626
2.5,2.5,5.4,5.4,0.646
2.5,2.5,5.5,5.5,0.598
2.5,2.5,5.6,5.6,0.624
2.5,2.5,5.7,5.7,0.634
2.5,2.5,5.8,5.8,0.618
2.5,2.5,5.9,5.9,0.602
2.5,2.5,6.0,6.0,0.572
2.5,2.5,6.1,6.1,0.568
2.5,2.5,6.2,6.2,0.566
2.5,2.5,6.3,6.3,0.526
2.5,2.5,6.4,6.4,0.524
2.5,2.5,6.5,6.5,0.562
2.5,2.5,6.6,6.6,0.516
2.5,2.5,6.7,6.7,0.498
2.5,2.5,6.8,6.8,0.494
2.5,2.5,6.9,6.9,0.496
2.5,2.5,7.0,7.0,0.502
2.5,2.5,7.1,7.1,0.442
2.5,2.5,7.2,7.2,0.434
2.5,2.5,7.3,7.3,0.382
2.5,2.5,7.4,7.4,0.432
2.5,2.5,7.5,7.5,0.36
2.5,2.5,7.6,7.6,0.382
2.5,2.5,7.7,7.7,0.362
2.5,2.5,7.8,7.8,0.34
2.5,2.5,7.9,7.9,0.36
2.5,2.5,8.0,8.0,0.274
2.5,2.5,8.1,8.1,0.292
2.5,2.5,8.2,8.2,0.294
2.5,2.5,8.3,8.3,0.29
2.5,2.5,8.4,8.4,0.258
2.5,2.5,8.5,8.5,0.224
2.5,2.5,8.6,8.6,0.218
2.5,2.5,8.7,8.7,0.232
2.5,2.5,8.8,8.8,0.232
2.5,2.5,8.9,8.9,0.206
2.5,2.5,9.0,9.0,0.188
2.5,2.5,9.1,9.1,0.194
2.5,2.5,9.2,9.2,0.172
2.5,2.5,9.3,9.3,0.196
2.5,2.5,9.4,9.4,0.196
2.5,2.5,9.5,9.5,0.206
2.5,2.5,9.6,9.6,0.192
2.5,2.5,9.7,9.7,0.174
2.5,2.5,9.8,9.8,0.186
2.5,2.5,9.9,9.9,0.188
2.5,2.5,10.0,10.0,0.154
2.5,2.5,10.1,10.1,0.146
2.5,2.5,10.2,10.2,0.168
2.5,2.5,10.3,10.3,0.164
2.5,2.5,10.4,10.4,0.158
2.5,2.5,10.5,10.5,0.168
2.5,2.5,10.6,10.6,0.108
2.5,2.5,10.7,10.7,0.12
2.5,2.5,10.8,10.8,0.152
2.5,2.5,10.9,10.9,0.13
2.5,2.5,11.0,11.0,0.13
2.5,2.5,11.1,11.1,0.112
2.5,2.5,11.2,11.2,0.13
2.5,2.5,11.3,11.3,0.114
2.5,2.5,11.4,11.4,0.138
2.5,2.5,11.5,11.5,0.128
2.5,2.5,11.6,11.6,0.15
2.5,2.5,11.7,11.7,0.116
2.5,2.5,11.8,11.8,0.134
2.5,2.5,11.9,11.9,0.138
2.5,2.5,12.0,12.0,0.108
2.5,2.5,12.1,12.1,0.108
2.5,2.5,12.2,12.2,0.142
2.5,2.5,12.3,12.3,0.102
2.5,2.5,12.4,12.4,0.136
2.5,2.5,12.5,12.5,0.112
2.5,2.5,12.6,12.6,0.122
2.5,2.5,12.7,12.7,0.1
2.5,2.5,12.8,12.8,0.112
2.5,2.5,12.9,12.9,0.084
2.5,2.5,13.0,13.0,0.114
2.5,2.5,13.1,13.1,0.084
2.5,2.5,13.2,13.2,0.122
2.5,2.5,13.3,13.3,0.088
2.5,2.5,13.4,13.4,0.128
2.5,2.5,13.5,13.5,0.1
2.5,2.5,13.6,13.6,0.1
2.5,2.5,13.7,13.7,0.082
2.5,2.5,13.8,13.8,0.1
2.5,2.5,13.9,13.9,0.104
2.5,2.5,14.0,14.0,0.108
2.5,2.5,14.1,14.1,0.096
2.5,2.5,14.2,14.2,0.11
2.5,2.5,14.3,14.3,0.096
2.5,2.5,14.4,14.4,0.11
2.5,2.5,14.5,14.5,0.108
2.5,2.5,14.6,14.6,0.108
2.5,2.5,14.7,14.7,0.126
2.5,2.5,14.8,14.8,0.1
2.5,2.5,14.9,14.9,0.096
2.5,2.5,15.0,15.0,0.098
2.5,2.5,15.1,15.1,0.11
2.6,2.6,0.1,0.1,0.04
2.6,2.6,0.2,0.2,0.07
2.6,2.6,0.3,0.3,0.102
2.6,2.6,0.4,0.4,0.112
2.6,2.6,0.5,0.5,0.156
2.6,2.6,0.6,0.6,0.166
2.6,2.6,0.7,0.7,0.192
2.6,2.6,0.8,0.8,0.202
2.6,2.6,0.9,0.9,0.232
2.6,2.6,1.0,1.0,0.232
2.6,2.6,1.1,1.1,0.258
2.6,2.6,1.2,1.2,0.284
2.6,2.6,1.3,1.3,0.322
2.6,2.6,1.4,1.4,0.32
2.6,2.6,1.5,1.5,0.372
2.6,2.6,1.6,1.6,0.372
2.6,2.6,1.7,1.7,0.428
2.6,2.6,1.8,1.8,0.41
2.6,2.6,1.9,1.9,0.476
2.6,2.6,2.0,2.0,0.452
2.6,2.6,2.1,2.1,0.408
2.6,2.6,2.2,2.2,0.492
2.6,2.6,2.3,2.3,0.528
2.6,2.6,2.4,2.4,0.534
2.6,2.6,2.5,2.5,0.522
2.6,2.6,2.6,2.6,0.56
2.6,2.6,2.7,2.7,0.542
2.6,2.6,2.8,2.8,0.552
2.6,2.6,2.9,2.9,0.582
2.6,2.6,3.0,3.0,0.604
2.6,2.6,3.1,3.1,0.616
2.6,2.6,3.2,3.2,0.602
2.6,2.6,3.3,3.3,0.614
2.6,2.6,3.4,3.4,0.656
2.6,2.6,3.5,3.5,0.584
2.6,2.6,3.6,3.6,0.604
2.6,2.6,3.7,3.7,0.632
2.6,2.6,3.8,3.8,0.632
2.6,2.6,3.9,3.9,0.652
2.6,2.6,4.0,4.0,0.648
2.6,2.6,4.1,4.1,0.664
2.6,2.6,4.2,4.2,0.642
2.6,2.6,4.3,4.3,0.656
2.6,2.6,4.4,4.4,0.608
2.6,2.6,4.5,4.5,0.664
2.6,2.6,4.6,4.6,0.642
2.6,2.6,4.7,4.7,0.638
2.6,2.6,4.8,4.8,0.65
2.6,2.6,4.9,4.9,0.654
2.6,2.6,5.0,5.0,0.7
2.6,2.6,5.1,5.1,0.632
2.6,2.6,5.2,5.2,0.656
2.6,2.6,5.3,5.3,0.62
2.6,2.6,5.4,5.4,0.604
2.6,2.6,5.5,5.5,0.616
2.6,2.6,5.6,5.6,0.62
2.6,2.6,5.7,5.7,0.598
2.6,2.6,5.8,5.8,0.622
2.6,2.6,5.9,5.9,0.616
2.6,2.6,6.0,6.0,0.594
2.6,2.6,6.1,6.1,0.6
2.6,2.6,6.2,6.2,0.598
2.6,2.6,6.3,6.3,0.614
2.6,2.6,6.4,6.4,0.618
2.6,2.6,6.5,6.5,0.54
2.6,2.6,6.6,6.6,0.588
2.6,2.6,6.7,6.7,0.526
2.6,2.6,6.8,6.8,0.528
2.6,2.6,6.9,6.9,0.514
2.6,2.6,7.0,7.0,0.486
2.6,2.6,7.1,7.1,0.522
2.6,2.6,7.2,7.2,0.474
2.6,2.6,7.3,7.3,0.468
2.6,2.6,7.4,7.4,0.438
2.6,2.6,7.5,7.5,0.44
2.6,2.6,7.6,7.6,0.384
2.6,2.6,7.7,7.7,0.416
2.6,2.6,7.8,7.8,0.374
2.6,2.6,7.9,7.9,0.376
2.6,2.6,8.0,8.0,0.368
2.6,2.6,8.1,8.1,0.332
2.6,2.6,8.2,8.2,0.304
2.6,2.6,8.3,8.3,0.242
2.6,2.6,8.4,8.4,0.318
2.6,2.6,8.5,8.5,0.284
2.6,2.6,8.6,8.6,0.274
2.6,2.6,8.7,8.7,0.29
2.6,2.6,8.8,8.8,0.222
2.6,2.6,8.9,8.9,0.24
2.6,2.6,9.0,9.0,0.246
2.6,2.6,9.1,9.1,0.194
2.6,2.6,9.2,9.2,0.234
2.6,2.6,9.3,9.3,0.198
2.6,2.6,9.4,9.4,0.22
2.6,2.6,9.5,9.5,0.202
2.6,2.6,9.6,9.6,0.192
2.6,2.6,9.7,9.7,0.162
2.6,2.6,9.8,9.8,0.178
2.6,2.6,9.9,9.9,0.162
2.6,2.6,10.0,10.0,0.16
2.6,2.6,10.1,10.1,0.168
2.6,2.6,10.2,10.2,0.17
2.6,2.6,10.3,10.3,0.176
2.6,2.6,10.4,10.4,0.19
2.6,2.6,10.5,10.5,0.192
2.6,2.6,10.6,10.6,0.144
2.6,2.6,10.7,10.7,0.13
2.6,2.6,10.8,10.8,0.156
2.6,2.6,10.9,10.9,0.156
2.6,2.6,11.0,11.0,0.134
2.6,2.6,11.1,11.1,0.146
2.6,2.6,11.2,11.2,0.136
2.6,2.6,11.3,11.3,0.144
2.6,2.6,11.4,11.4,0.158
2.6,2.6,11.5,11.5,0.14
2.6,2.6,11.6,11.6,0.144
2.6,2.6,11.7,11.7,0.126
2.6,2.6,11.8,11.8,0.138
2.6,2.6,11.9,11.9,0.108
2.6,2.6,12.0,12.0,0.112
2.6,2.6,12.1,12.1,0.134
2.6,2.6,12.2,12.2,0.128
2.6,2.6,12.3,12.3,0.108
2.6,2.6,12.4,12.4,0.118
2.6,2.6,12.5,12.5,0.138
2.6,2.6,12.6,12.6,0.116
2.6,2.6,12.7,12.7,0.112
2.6,2.6,12.8,12.8,0.13
2.6,2.6,12.9,12.9,0.112
2.6,2.6,13.0,13.0,0.126
2.6,2.6,13.1,13.1,0.096
2.6,2.6,13.2,13.2,0.1
2.6,2.6,13.3,13.3,0.092
2.6,2.6,13.4,13.4,0.082
2.6,2.6,13.5,13.5,0.106
2.6,2.6,13.6,13.6,0.122
2.6,2.6,13.7,13.7,0.104
2.6,2.6,13.8,13.8,0.1
2.6,2.6,13.9,13.9,0.116
2.6,2.6,14.0,14.0,0.104
2.6,2.6,14.1,14.1,0.116
2.6,2.6,14.2,14.2,0.086
2.6,2.6,14.3,14.3,0.102
2.6,2.6,14.4,14.4,0.09
2.6,2.6,14.5,14.5,0.118
2.6,2.6,14.6,14.6,0.084
2.6,2.6,14.7,14.7,0.1
2.6,2.6,14.8,14.8,0.09
2.6,2.6,14.9,14.9,0.09
2.6,2.6,15.0,15.0,0.12
2.6,2.6,15.1,15.1,0.086
2.7,2.7,0.1,0.1,0.058
2.7,2.7,0.2,0.2,0.072
2.7,2.7,0.3,0.3,0.076
2.7,2.7,0.4,0.4,0.126
2.7,2.7,0.5,0.5,0.142
2.7,2.7,0.6,0.6,0.17
2.7,2.7,0.7,0.7,0.176
2.7,2.7,0.8,0.8,0.186
2.7,2.7,0.9,0.9,0.224
2.7,2.7,1.0,1.0,0.252
2.7,2.7,1.1,1.1,0.26
2.7,2.7,1.2,1.2,0.296
2.7,2.7,1.3,1.3,0.342
2.7,2.7,1.4,1.4,0.344
2.7,2.7,1.5,1.5,0.368
2.7,2.7,1.6,1.6,0.37
2.7,2.7,1.7,1.7,0.386
2.7,2.7,1.8,1.8,0.45
2.7,2.7,1.9,1.9,0.428
2.7,2.7,2.0,2.0,0.448
2.7,2.7,2.1,2.1,0.5
2.7,2.7,2.2,2.2,0.484
2.7,2.7,2.3,2.3,0.492
2.7,2.7,2.4,2.4,0.49
2.7,2.7,2.5,2.5,0.522
2.7,2.7,2.6,2.6,0.558
2.7,2.7,2.7,2.7,0.562
2.7,2.7,2.8,2.8,0.552
2.7,2.7,2.9,2.9,0.554
2.7,2.7,3.0,3.0,0.562
2.7,2.7,3.1,3.1,0.602
2.7,2.7,3.2,3.2,0.578
2.7,2.7,3.3,3.3,0.614
2.7,2.7,3.4,3.4,0.652
2.7,2.7,3.5,3.5,0.57
2.7,2.7,3.6,3.6,0.596
2.7,2.7,3.7,3.7,0.622
2.7,2.7,3.8,3.8,0.646
2.7,2.7,3.9,3.9,0.65
2.7,2.7,4.0,4.0,0.638
2.7,2.7,4.1,4.1,0.632
2.7,2.7,4.2,4.2,0.672
2.7,2.7,4.3,4.3,0.658
2.7,2.7,4.4,4.4,0.638
2.7,2.7,4.5,4.5,0.66
2.7,2.7,4.6,4.6,0.676
2.7,2.7,4.7,4.7,0.612
2.7,2.7,4.8,4.8,0.614
2.7,2.7,4.9,4.9,0.622
2.7,2.7,5.0,5.0,0.65
2.7,2.7,5.1,5.1,0.644
2.7,2.7,5.2,5.2,0.662
2.7,2.7,5.3,5.3,0.632
2.7,2.7,5.4,5.4,0.606
2.7,2.7,5.5,5.5,0.64
2.7,2.7,5.6,5.6,0.614
2.7,2.7,5.7,5.7,0.63
2.7,2.7,5.8,5.8,0.632
2.7,2.7,5.9,5.9,0.604
2.7,2.7,6.0,6.0,0.638
2.7,2.7,6.1,6.1,0.588
2.7,2.7,6.2,6.2,0.654
2.7,2.7,6.3,6.3,0.584
2.7,2.7,6.4,6.4,0.606
2.7,2.7,6.5,6.5,0.598
2.7,2.7,6.6,6.6,0.574
2.7,2.7,6.7,6.7,0.554
2.7,2.7,6.8,6.8,0.472
2.7,2.7,6.9,6.9,0.522
2.7,2.7,7.0,7.0,0.564
2.7,2.7,7.1,7.1,0.524
2.7,2.7,7.2,7.2,0.548
2.7,2.7,7.3,7.3,0.51
2.7,2.7,7.4,7.4,0.462
2.7,2.7,7.5,7.5,0.48
2.7,2.7,7.6,7.6,0.444
2.7,2.7,7.7,7.7,0.444
2.7,2.7,7.8,7.8,0.406
2.7,2.7,7.9,7.9,0.376
2.7,2.7,8.0,8.0,0.406
2.7,2.7,8.1,8.1,0.356
2.7,2.7,8.2,8.2,0.38
2.7,2.7,8.3,8.3,0.352
2.7,2.7,8.4,8.4,0.366
2.7,2.7,8.5,8.5,0.284
2.7,2.7,8.6,8.6,0.28
2.7,2.7,8.7,8.7,0.346
2.7,2.7,8.8,8.8,0.288
2.7,2.7,8.9,8.9,0.274
2.7,2.7,9.0,9.0,0.294
2.7,2.7,9.1,9.1,0.282
2.7,2.7,9.2,9.2,0.236
2.7,2.7,9.3,9.3,0.192
2.7,2.7,9.4,9.4,0.244
2.7,2.7,9.5,9.5,0.22
2.7,2.7,9.6,9.6,0.232
2.7,2.7,9.7,9.7,0.188
2.7,2.7,9.8,9.8,0.208
2.7,2.7,9.9,9.9,0.236
2.7,2.7,10.0,10.0,0.224
2.7,2.7,10.1,10.1,0.168
2.7,2.7,10.2,10.2,0.18
2.7,2.7,10.3,10.3,0.188
2.7,2.7,10.4,10.4,0.206
2.7,2.7,10.5,10.5,0.168
2.7,2.7,10.6,10.6,0.144
2.7,2.7,10.7,10.7,0.178
2.7,2.7,10.8,10.8,0.166
2.7,2.7,10.9,10.9,0.182
2.7,2.7,11.0,11.0,0.176
2.7,2.7,11.1,11.1,0.144
2.7,2.7,11.2,11.2,0.168
2.7,2.7,11.3,11.3,0.17
2.7,2.7,11.4,11.4,0.122
2.7,2.7,11.5,11.5,0.144
2.7,2.7,11.6,11.6,0.16
2.7,2.7,11.7,11.7,0.148
2.7,2.7,11.8,11.8,0.17
2.7,2.7,11.9,11.9,0.136
2.7,2.7,12.0,12.0,0.128
2.7,2.7,12.1,12.1,0.126
2.7,2.7,12.2,12.2,0.128
2.7,2.7,12.3,12.3,0.088
2.7,2.7,12.4,12.4,0.112
2.7,2.7,12.5,12.5,0.124
2.7,2.7,12.6,12.6,0.15
2.7,2.7,12.7,12.7,0.104
2.7,2.7,12.8,12.8,0.128
2.7,2.7,12.9,12.9,0.136
2.7,2.7,13.0,13.0,0.124
2.7,2.7,13.1,13.1,0.122
2.7,2.7,13.2,13.2,0.122
2.7,2.7,13.3,13.3,0.116
2.7,2.7,13.4,13.4,0.11
2.7,2.7,13.5,13.5,0.104
2.7,2.7,13.6,13.6,0.108
2.7,2.7,13.7,13.7,0.118
2.7,2.7,13.8,13.8,0.108
2.7,2.7,13.9,13.9,0.108
2.7,2.7,14.0,14.0,0.1
2.7,2.7,14.1,14.1,0.102
2.7,2.7,14.2,14.2,0.114
2.7,2.7,14.3,14.3,0.124
2.7,2.7,14.4,14.4,0.114
2.7,2.7,14.5,14.5,0.1
2.7,2.7,14.6,14.6,0.108
2.7,2.7,14.7,14.7,0.074
2.7,2.7,14.8,14.8,0.074
2.7,2.7,14.9,14.9,0.098
2.7,2.7,15.0,15.0,0.098
2.7,2.7,15.1,15.1,0.106
2.8,2.8,0.1,0.1,0.022
2.8,2.8,0.2,0.2,0.06
2.8,2.8,0.3,0.3,0.084
2.8,2.8,0.4,0.4,0.1
2.8,2.8,0.5,0.5,0.15
2.8,2.8,0.6,0.6,0.134
2.8,2.8,0.7,0.7,0.172
2.8,2.8,0.8,0.8,0.192
2.8,2.8,0.9,0.9,0.236
2.8,2.8,1.0,1.0,0.248
2.8,2.8,1.1,1.1,0.25
2.8,2.8,1.2,1.2,0.284
2.8,2.8,1.3,1.3,0.304
2.8,2.8,1.4,1.4,0.324
2.8,2.8,1.5,1.5,0.304
2.8,2.8,1.6,1.6,0.346
2.8,2.8,1.7,1.7,0.37
2.8,2.8,1.8,1.8,0.372
2.8,2.8,1.9,1.9,0.434
2.8,2.8,2.0,2.0,0.412
2.8,2.8,2.1,2.1,0.43
2.8,2.8,2.2,2.2,0.48
2.8,2.8,2.3,2.3,0.464
2.8,2.8,2.4,2.4,0.506
2.8,2.8,2.5,2.5,0.51
2.8,2.8,2.6,2.6,0.502
2.8,2.8,2.7,2.7,0.506
2.8,2.8,2.8,2.8,0.548
2.8,2.8,2.9,2.9,0.514
2.8,2.8,3.0,3.0,0.546
2.8,2.8,3.1,3.1,0.554
2.8,2.8,3.2,3.2,0.572
2.8,2.8,3.3,3.3,0.58
2.8,2.8,3.4,3.4,0.584
2.8,2.8,3.5,3.5,0.618
2.8,2.8,3.6,3.6,0.626
2.8,2.8,3.7,3.7,0.606
2.8,2.8,3.8,3.8,0.622
2.8,2.8,3.9,3.9,0.596
2.8,2.8,4.0,4.0,0.642
2.8,2.8,4.1,4.1,0.694
2.8,2.8,4.2,4.2,0.64
2.8,2.8,4.3,4.3,0.63
2.8,2.8,4.4,4.4,0.632
2.8,2.8,4.5,4.5,0.624
2.8,2.8,4.6,4.6,0.638
2.8,2.8,4.7,4.7,0.654
2.8,2.8,4.8,4.8,0.68
2.8,2.8,4.9,4.9,0.668
2.8,2.8,5.0,5.0,0.64
2.8,2.8,5.1,5.1,0.646
2.8,2.8,5.2,5.2,0.666
2.8,2.8,5.3,5.3,0.618
2.8,2.8,5.4,5.4,0.65
2.8,2.8,5.5,5.5,0.624
2.8,2.8,5.6,5.6,0.656
2.8,2.8,5.7,5.7,0.632
2.8,2.8,5.8,5.8,0.68
2.8,2.8,5.9,5.9,0.702
2.8,2.8,6.0,6.0,0.576
2.8,2.8,6.1,6.1,0.594
2.8,2.8,6.2,6.2,0.598
2.8,2.8,6.3,6.3,0.604
2.8,2.8,6.4,6.4,0.584
2.8,2.8,6.5,6.5,0.606
2.8,2.8,6.6,6.6,0.612
2.8,2.8,6.7,6.7,0.582
2.8,2.8,6.8,6.8,0.59
2.8,2.8,6.9,6.9,0.564
2.8,2.8,7.0,7.0,0.558
2.8,2.8,7.1,7.1,0.576
2.8,2.8,7.2,7.2,0.558
2.8,2.8,7.3,7.3,0.53
2.8,2.8,7.4,7.4,0.51
2.8,2.8,7.5,7.5,0.51
2.8,2.8,7.6,7.6,0.512
2.8,2.8,7.7,7.7,0.466
2.8,2.8,7.8,7.8,0.478
2.8,2.8,7.9,7.9,0.484
2.8,2.8,8.0,8.0,0.43
2.8,2.8,8.1,8.1,0.458
2.8,2.8,8.2,8.2,0.408
2.8,2.8,8.3,8.3,0.37
2.8,2.8,8.4,8.4,0.388
2.8,2.8,8.5,8.5,0.382
2.8,2.8,8.6,8.6,0.402
2.8,2.8,8.7,8.7,0.338
2.8,2.8,8.8,8.8,0.358
2.8,2.8,8.9,8.9,0.342
2.8,2.8,9.0,9.0,0.314
